,Entity,Code,Year,Cellular Subscription,Internet Users(%),No. of Internet Users,Broadband Subscription
2376,Equatorial Guinea,GNQ,1993,0,0,0,0
2377,Equatorial Guinea,GNQ,1994,0,0,0,0
2378,Equatorial Guinea,GNQ,1995,0,0,0,0
2379,Equatorial Guinea,GNQ,1996,0.011825074,0,0,0
2380,Equatorial Guinea,GNQ,1997,0.055922154,0.041462291,251,0
2381,Equatorial Guinea,GNQ,1998,0.053178918,0.094423771,595,0
2382,Equatorial Guinea,GNQ,1999,0.103133544,0.097415946,638,0
2383,Equatorial Guinea,GNQ,2000,0.824836135,0.132354662,907,0
2384,Equatorial Guinea,GNQ,2001,2.374672651,0.165260419,1189,0
2385,Equatorial Guinea,GNQ,2002,4.860385418,0.321197987,2422,0
2386,Equatorial Guinea,GNQ,2003,6.043712616,0.520524263,4111,0
2387,Equatorial Guinea,GNQ,2004,8.633808136,0.843930304,6974,0
2388,Equatorial Guinea,GNQ,2005,12.92801571,1.149789691,9943,0.024014888
2389,Equatorial Guinea,GNQ,2006,15.29644489,1.27919364,11582,0.022944668
2390,Equatorial Guinea,GNQ,2007,18.25512695,1.557123065,14774,0.021906152
2391,Equatorial Guinea,GNQ,2008,20.90980911,1.820000052,18109,0.020909809
2392,Equatorial Guinea,GNQ,2009,22.18280983,2.130000114,22231,0.019964529
2393,Equatorial Guinea,GNQ,2010,42.3138504,6,65672,0.12568365
2394,Equatorial Guinea,GNQ,2011,48.52394485,11.5,131628,0.13639316
2395,Equatorial Guinea,GNQ,2012,48.5920639,13.94318199,166432,0.143523365
2396,Equatorial Guinea,GNQ,2013,47.45232391,16.39999962,204007,0.326826215
2397,Equatorial Guinea,GNQ,2014,46.02606964,18.86000061,244273,0.345814794
2398,Equatorial Guinea,GNQ,2015,45.6401329,21.31999969,287175,0.325098753
2399,Equatorial Guinea,GNQ,2016,47.37158203,23.78000069,332668,0.278312683
2400,Equatorial Guinea,GNQ,2017,44.85832977,26.23999977,380664,0.150316715
2401,Equatorial Guinea,GNQ,2018,45.1668663,0,0,0.123760961
2402,Equatorial Guinea,GNQ,2019,45.5019455,0,0,0.073747076
2403,Equatorial Guinea,GNQ,2020,45.97340775,0,0,0.071276598
2404,Eritrea,ERI,1980,0,0,0,0
2405,Eritrea,ERI,1981,0,0,0,0
2406,Eritrea,ERI,1982,0,0,0,0
2407,Eritrea,ERI,1983,0,0,0,0
2408,Eritrea,ERI,1984,0,0,0,0
2409,Eritrea,ERI,1985,0,0,0,0
2410,Eritrea,ERI,1986,0,0,0,0
2411,Eritrea,ERI,1987,0,0,0,0
2412,Eritrea,ERI,1988,0,0,0,0
2413,Eritrea,ERI,1989,0,0,0,0
2414,Eritrea,ERI,1990,0,0,0,0
2415,Eritrea,ERI,1991,0,0,0,0
2416,Eritrea,ERI,1992,0,0,0,0
2417,Eritrea,ERI,1993,0,0,0,0
2418,Eritrea,ERI,1994,0,0,0,0
2419,Eritrea,ERI,1995,0,0,0,0
2420,Eritrea,ERI,1996,0,0,0,0
2421,Eritrea,ERI,1997,0,0.009017718,207,0
2422,Eritrea,ERI,1998,0,0.008774236,204,0
2423,Eritrea,ERI,1999,0,0.025495028,601,0
2424,Eritrea,ERI,2000,0,0.13671194,3271,0
2425,Eritrea,ERI,2001,0,0.157815292,3885,0
2426,Eritrea,ERI,2002,0,0.227090135,5785,0
2427,Eritrea,ERI,2003,0,0,0,0
2428,Eritrea,ERI,2004,0.73534739,0,0,0
2429,Eritrea,ERI,2005,1.430593491,0,0,0
2430,Eritrea,ERI,2006,2.124456644,0,0,0
2431,Eritrea,ERI,2007,2.81485033,0.409999996,11997,0
2432,Eritrea,ERI,2008,3.546811581,0.469999999,14127,0.001436604
2433,Eritrea,ERI,2009,4.523513317,0.540000021,16653,0.002243647
2434,Eritrea,ERI,2010,5.843835354,0.610000014,19201,0.003721887
2435,Eritrea,ERI,2011,7.527725697,0.699999988,22453,0.004387095
2436,Eritrea,ERI,2012,9.393033981,0.800000012,26021,0.005692133
2437,Eritrea,ERI,2013,10.81363773,0.899999976,29667,0.004449254
2438,Eritrea,ERI,2014,12.60475445,0.99000001,32902,0.006039652
2439,Eritrea,ERI,2015,14.20956802,1.083733082,36197,0.01495744
2440,Eritrea,ERI,2016,14.98567963,1.177118778,39613,0.017769581
2441,Eritrea,ERI,2017,20.36395454,1.308907032,44463,0.029300654
2442,Eritrea,ERI,2019,37.48802185,0,0,0.085784949
2443,Eritrea,ERI,2020,50.78359222,0,0,0.140987203
2444,Estonia,EST,1980,0,0,0,0
2445,Estonia,EST,1981,0,0,0,0
2446,Estonia,EST,1982,0,0,0,0
2447,Estonia,EST,1983,0,0,0,0
2448,Estonia,EST,1984,0,0,0,0
2449,Estonia,EST,1985,0,0,0,0
2450,Estonia,EST,1986,0,0,0,0
2451,Estonia,EST,1987,0,0,0,0
2452,Estonia,EST,1988,0,0,0,0
2453,Estonia,EST,1989,0,0,0,0
2454,Estonia,EST,1990,0,0,0,0
2455,Estonia,EST,1991,0.036816496,0,0,0
2456,Estonia,EST,1992,0.164254248,0.065484799,1009,0
2457,Estonia,EST,1993,0.485463977,0.300711274,4524,0
2458,Estonia,EST,1994,0.945306838,1.159750938,17115,0
2459,Estonia,EST,1995,2.125016689,2.778968573,40372,0
2460,Estonia,EST,1996,4.902182102,3.525111198,50574,0
2461,Estonia,EST,1997,10.22932243,5.706276417,81114,0
2462,Estonia,EST,1998,17.56320763,10.79603481,152348,0
2463,Estonia,EST,1999,27.56824493,14.50089741,203519,0
2464,Estonia,EST,2000,39.81096649,28.57695389,399186,0
2465,Estonia,EST,2001,46.79068375,31.52749062,437602,1.255559683
2466,Estonia,EST,2002,63.71444321,41.52000046,572661,3.362907648
2467,Estonia,EST,2003,76.49749756,45.31999969,621184,6.577274799
2468,Estonia,EST,2004,92.09175873,53.20000076,724844,10.17017937
2469,Estonia,EST,2005,106.6132202,61.45000076,832442,13.21877098
2470,Estonia,EST,2006,122.9246674,63.50999832,855296,18.29011154
2471,Estonia,EST,2007,125.1100235,66.19000244,887327,19.70912743
2472,Estonia,EST,2008,121.2221298,70.58000183,943664,21.98835373
2473,Estonia,EST,2009,117.5433655,72.5,967554,23.47255325
2474,Estonia,EST,2010,124.0753479,74.09999847,986667,26.11536217
2475,Estonia,EST,2011,136.0294342,76.5,1015488,26.28181267
2476,Estonia,EST,2012,151.1345215,78.3899231,1036849,26.41458893
2477,Estonia,EST,2013,146.1207275,80.00430298,1054445,27.36399078
2478,Estonia,EST,2014,144.1604614,84.24153137,1107381,28.18624115
2479,Estonia,EST,2015,144.7205048,88.40970612,1162285,29.67137337
2480,Estonia,EST,2016,144.1630554,87.24023438,1148019,31.48308754
2481,Estonia,EST,2017,144.3413239,88.10245514,1160794,32.47356796
2482,Estonia,EST,2018,145.4384308,89.35700989,1181430,33.34842682
2483,Estonia,EST,2019,147.1771545,90.22892761,1197373,32.53133392
2484,Estonia,EST,2020,145.1743774,89.05828857,1183985,31.33049583
2485,Eswatini,SWZ,1980,0,0,0,0
2486,Eswatini,SWZ,1981,0,0,0,0
2487,Eswatini,SWZ,1982,0,0,0,0
2488,Eswatini,SWZ,1983,0,0,0,0
2489,Eswatini,SWZ,1984,0,0,0,0
2490,Eswatini,SWZ,1985,0,0,0,0
2491,Eswatini,SWZ,1986,0,0,0,0
2492,Eswatini,SWZ,1987,0,0,0,0
2493,Eswatini,SWZ,1988,0,0,0,0
2494,Eswatini,SWZ,1989,0,0,0,0
2495,Eswatini,SWZ,1990,0,0,0,0
2496,Eswatini,SWZ,1991,0,0,0,0
2497,Eswatini,SWZ,1992,0,0,0,0
2498,Eswatini,SWZ,1993,0,0,0,0
2499,Eswatini,SWZ,1994,0,0,0,0
2500,Eswatini,SWZ,1995,0,0.00103175,10,0
2501,Eswatini,SWZ,1996,0,0.050399009,491,0
2502,Eswatini,SWZ,1997,0,0.088545986,877,0
2503,Eswatini,SWZ,1998,0.47963196,0.096099608,966,0
2504,Eswatini,SWZ,1999,1.408297658,0.470717609,4794,0
2505,Eswatini,SWZ,2000,3.282161474,0.926191807,9544,0
2506,Eswatini,SWZ,2001,5.426155567,1.281590104,13346,0
2507,Eswatini,SWZ,2002,6.672822475,1.816203833,19085,0
2508,Eswatini,SWZ,2003,8.31050396,2.437073946,25804,0
2509,Eswatini,SWZ,2004,14.12861538,3.228685141,34411,0
2510,Eswatini,SWZ,2005,19.40656662,3.696961164,39628,0
2511,Eswatini,SWZ,2006,24.12913132,3.696538687,39839,0
2512,Eswatini,SWZ,2007,36.44552612,4.099999905,44445,0
2513,Eswatini,SWZ,2008,50.63531876,6.849999905,74657,0.073527664
2514,Eswatini,SWZ,2009,62.83240891,8.93999958,97883,0.142226666
2515,Eswatini,SWZ,2010,68.16085815,11.03999996,121432,0.343526751
2516,Eswatini,SWZ,2011,71.50339508,18.12999916,200405,0.748484433
2517,Eswatini,SWZ,2012,74.58621216,20.78178215,230980,0.317709446
2518,Eswatini,SWZ,2013,82.1645813,24.70000076,276227,0.386440367
2519,Eswatini,SWZ,2014,83.72457123,25,281468,0.46574533
2520,Eswatini,SWZ,2015,85.23210907,25.64304161,290777,0.543456614
2521,Eswatini,SWZ,2016,89.31801605,28.56999969,326421,0.62836796
2522,Eswatini,SWZ,2017,93.52732086,30.29999924,348873,0.711234391
2523,Eswatini,SWZ,2019,102.4274292,0,0,0.870981514
2524,Eswatini,SWZ,2020,107.1400223,0,0,1.034336567
2525,Ethiopia,ETH,1980,0,0,0,0
2526,Ethiopia,ETH,1981,0,0,0,0
2527,Ethiopia,ETH,1982,0,0,0,0
2528,Ethiopia,ETH,1983,0,0,0,0
2529,Ethiopia,ETH,1984,0,0,0,0
2530,Ethiopia,ETH,1985,0,0,0,0
2531,Ethiopia,ETH,1986,0,0,0,0
2532,Ethiopia,ETH,1987,0,0,0,0
2533,Ethiopia,ETH,1988,0,0,0,0
2534,Ethiopia,ETH,1989,0,0,0,0
2535,Ethiopia,ETH,1990,0,0,0,0
2536,Ethiopia,ETH,1991,0,0,0,0
2537,Ethiopia,ETH,1992,0,0,0,0
2538,Ethiopia,ETH,1993,0,0,0,0
2539,Ethiopia,ETH,1994,0,0,0,0
2540,Ethiopia,ETH,1995,0,1.75E-05,10,0
2541,Ethiopia,ETH,1996,0,0.001703448,1011,0
2542,Ethiopia,ETH,1997,0,0.00496672,3041,0
2543,Ethiopia,ETH,1998,0,0.009663517,6101,0
2544,Ethiopia,ETH,1999,0.010475108,0.012541599,8162,0
2545,Ethiopia,ETH,2000,0.026813217,0.015263767,10232,0
2546,Ethiopia,ETH,2001,0.040346585,0.037162382,25649,0
2547,Ethiopia,ETH,2002,0.071809947,0.072402261,51459,0
2548,Ethiopia,ETH,2003,0.071114846,0.105811656,77421,7.90E-05
2549,Ethiopia,ETH,2004,0.20950301,0.155334517,116968,4.71E-05
2550,Ethiopia,ETH,2005,0.53785181,0.21965982,170170,7.99E-05
2551,Ethiopia,ETH,2006,1.104228258,0.310592651,247515,0.00033253
2552,Ethiopia,ETH,2007,1.497995377,0.370000005,303386,0.001284175
2553,Ethiopia,ETH,2008,2.357230663,0.449999988,379607,0.00180423
2554,Ethiopia,ETH,2009,4.753627777,0.540000021,468480,0.004104
2555,Ethiopia,ETH,2010,7.820632935,0.75,669284,0.004686218
2556,Ethiopia,ETH,2011,15.67192173,1.100000024,1009997,0.007047931
2557,Ethiopia,ETH,2012,22.13367462,2.900000095,2739087,0.00920444
2558,Ethiopia,ETH,2013,26.88750839,4.599999905,4465881,0.249583274
2559,Ethiopia,ETH,2014,31.08234787,7.699999809,7680501,0.480440944
2560,Ethiopia,ETH,2015,41.96106339,13.85517597,14197662,0.474039584
2561,Ethiopia,ETH,2016,49.44236374,15.36692429,16180331,0.539557278
2562,Ethiopia,ETH,2017,37.21807098,18.61805153,20144349,0.059163578
2563,Ethiopia,ETH,2019,37.4022789,22,25106530,0.141864568
2564,Ethiopia,ETH,2020,38.70790863,24,28125821,0.184406221
2565,Europe and Central Asia,Region,1980,0.002997446,0,0,0
2566,Europe and Central Asia,Region,1981,0.006382067,0,0,0
2567,Europe and Central Asia,Region,1982,0.010007984,0,0,0
2568,Europe and Central Asia,Region,1983,0.015549167,0,0,0
2569,Europe and Central Asia,Region,1984,0.023953529,0,0,0
2570,Europe and Central Asia,Region,1985,0.041909091,0,0,0
2571,Europe and Central Asia,Region,1986,0.068818398,0,0,0
2572,Europe and Central Asia,Region,1987,0.116465196,0,0,0
2573,Europe and Central Asia,Region,1988,0.192170203,0,0,0
2574,Europe and Central Asia,Region,1989,0.301797479,0,0,0
2575,Europe and Central Asia,Region,1990,0.415804714,0.048057836,0,0
2576,Europe and Central Asia,Region,1991,0.566078603,0.101974972,0,0
2577,Europe and Central Asia,Region,1992,0.746567488,0.180908248,0,0
2578,Europe and Central Asia,Region,1993,1.105965614,0.280383199,0,0
2579,Europe and Central Asia,Region,1994,1.79921627,0.5259009,0,0
2580,Europe and Central Asia,Region,1995,2.853200197,0.993127406,0,0
2581,Europe and Central Asia,Region,1996,4.490180969,1.841429591,0,0
2582,Europe and Central Asia,Region,1997,7.207165241,3.355169773,0,0
2583,Europe and Central Asia,Region,1998,12.31103897,5.431180954,0,0
2584,Europe and Central Asia,Region,1999,21.38727379,9.225804329,0,0
2585,Europe and Central Asia,Region,2000,34.23002243,13.15625572,0,0
2586,Europe and Central Asia,Region,2001,42.12865829,16.38033867,0,0
2587,Europe and Central Asia,Region,2002,47.77817917,23.00713348,0,1.892228246
2588,Europe and Central Asia,Region,2003,55.26093292,28.30975723,0,3.19207859
2589,Europe and Central Asia,Region,2004,66.34217072,32.29573059,0,5.498925209
2590,Europe and Central Asia,Region,2005,81.26337433,35.16139984,0,7.701233387
2591,Europe and Central Asia,Region,2006,94.82772827,38.03142548,0,10.70992661
2592,Europe and Central Asia,Region,2007,106.6048889,43.63716888,0,13.3998251
2593,Europe and Central Asia,Region,2008,115.3398743,48.18250275,0,15.57634926
2594,Europe and Central Asia,Region,2009,119.7312241,52.7603302,0,17.40072823
2595,Europe and Central Asia,Region,2010,120.5264511,57.08758163,0,19.02988625
2596,Europe and Central Asia,Region,2011,120.609375,60.27293015,0,20.35900688
2597,Europe and Central Asia,Region,2012,122.706337,63.95801163,0,21.54436302
2598,Europe and Central Asia,Region,2013,125.1415634,66.31938934,0,22.80157089
2599,Europe and Central Asia,Region,2014,124.9460907,68.9834137,0,23.67259026
2600,Europe and Central Asia,Region,2015,124.3710251,70.01831055,0,24.83456421
2601,Europe and Central Asia,Region,2016,124.1611481,72.3966217,0,25.74404907
2602,Europe and Central Asia,Region,2017,124.3263245,74.52881622,0,27.02977943
2603,Europe and Central Asia,Region,2018,123.6504745,78.92041016,0,28.34902382
2604,Europe and Central Asia,Region,2019,125.893837,81.823349,0,28.73130226
2605,Europe and Central Asia,Region,2020,125.024765,83.88905334,0,29.86840439
2606,European Union,Region,1980,0.005769306,0,0,0
2607,European Union,Region,1981,0.011907768,0,0,0
2608,European Union,Region,1982,0.016671808,0,0,0
2609,European Union,Region,1983,0.0253982,0,0,0
2610,European Union,Region,1984,0.039133545,0,0,0
2611,European Union,Region,1985,0.05583721,0,0,0
2612,European Union,Region,1986,0.081813559,0,0,0
2613,European Union,Region,1987,0.126658723,0,0,0
2614,European Union,Region,1988,0.196935415,0,0,0
2615,European Union,Region,1989,0.300525516,0,0,0
2616,European Union,Region,1990,0.471639901,0.066722371,0,0
2617,European Union,Region,1991,0.712138951,0.145183742,0,0
2618,European Union,Region,1992,0.987683475,0.27183935,0,0
2619,European Union,Region,1993,1.485667944,0.415061295,0,0
2620,European Union,Region,1994,2.373814821,0.785199225,0,0
2621,European Union,Region,1995,3.845132828,1.514689445,0,0
2622,European Union,Region,1996,6.498644352,2.624622822,0,0
2623,European Union,Region,1997,11.06748676,4.802361012,0,0
2624,European Union,Region,1998,19.00996971,7.693032265,0,0
2625,European Union,Region,1999,32.36774445,13.62786007,0,0
2626,European Union,Region,2000,51.05476761,19.64716911,0,0.501733661
2627,European Union,Region,2001,63.28095245,24.13899422,0,1.508933187
2628,European Union,Region,2002,69.65400696,32.12826157,0,2.874377012
2629,European Union,Region,2003,76.5147171,38.60779572,0,4.752099037
2630,European Union,Region,2004,84.55299377,44.18730927,0,7.842468739
2631,European Union,Region,2005,94.61271667,48.30194473,0,11.53594017
2632,European Union,Region,2006,104.2698517,52.55020523,0,15.76217365
2633,European Union,Region,2007,115.2291031,58.24910355,0,19.6163044
2634,European Union,Region,2008,121.3038406,62.25009537,0,22.09218979
2635,European Union,Region,2009,121.0548248,64.992836,0,24.27816963
2636,European Union,Region,2010,118.4849319,68.69564056,0,25.87135696
2637,European Union,Region,2011,121.6659698,69.66178131,0,27.30134201
2638,European Union,Region,2012,123.701767,71.85745239,0,28.18911362
2639,European Union,Region,2013,125.0368423,73.61036682,0,29.24551964
2640,European Union,Region,2014,123.6072845,75.1855011,0,30.3546505
2641,European Union,Region,2015,121.8227997,75.65441895,0,31.449646
2642,European Union,Region,2016,122.1450348,76.89717865,0,32.55284119
2643,European Union,Region,2017,122.491127,78.683815,0,33.7685318
2644,European Union,Region,2018,121.8940125,81.7383728,0,34.73271179
2645,European Union,Region,2019,121.8064041,83.84421539,0,35.63103867
2646,European Union,Region,2020,121.492485,84.74347687,0,36.79727554
2647,Faeroe Islands,FRO,1980,0,0,0,0
2648,Faeroe Islands,FRO,1981,0,0,0,0
2649,Faeroe Islands,FRO,1982,0,0,0,0
2650,Faeroe Islands,FRO,1983,0,0,0,0
2651,Faeroe Islands,FRO,1984,0,0,0,0
2652,Faeroe Islands,FRO,1985,0,0,0,0
2653,Faeroe Islands,FRO,1986,0,0,0,0
2654,Faeroe Islands,FRO,1987,0,0,0,0
2655,Faeroe Islands,FRO,1988,0,0,0,0
2656,Faeroe Islands,FRO,1990,0,0,0,0
2657,Faeroe Islands,FRO,1991,3.032682419,0,0,0
2658,Faeroe Islands,FRO,1992,3.675731182,0,0,0
2659,Faeroe Islands,FRO,1993,3.469070196,0,0,0
2660,Faeroe Islands,FRO,1994,4.274250031,0,0,0
2661,Faeroe Islands,FRO,1995,5.606575489,0,0,0
2662,Faeroe Islands,FRO,1996,7.15773344,2.31878686,1024,0
2663,Faeroe Islands,FRO,1997,10.26508904,4.601297379,2048,0
2664,Faeroe Islands,FRO,1998,14.13571644,11.33786869,5090,0
2665,Faeroe Islands,FRO,1999,23.17383003,22.29753876,10085,0
2666,Faeroe Islands,FRO,2000,36.31325531,32.91639328,15038,0
2667,Faeroe Islands,FRO,2001,52.10332489,43.24698257,20011,0.114900954
2668,Faeroe Islands,FRO,2002,73.54392242,53.29922104,24964,0.241356686
2669,Faeroe Islands,FRO,2003,80.16950226,58.91263962,27934,0.830662847
2670,Faeroe Islands,FRO,2004,86.76050568,66.53359985,31941,6.584033489
2671,Faeroe Islands,FRO,2005,88.0767746,67.90263367,32807,12.29621601
2672,Faeroe Islands,FRO,2006,104.5467834,69.35944366,33527,27.46903229
2673,Faeroe Islands,FRO,2007,109.0831146,75.98000336,36761,30.24150467
2674,Faeroe Islands,FRO,2008,114.7218704,75.56999969,36605,31.11250496
2675,Faeroe Islands,FRO,2009,119.212265,75.18000031,36428,33.22038269
2676,Faeroe Islands,FRO,2010,124.3276062,75.19999695,36421,33.83736801
2677,Faeroe Islands,FRO,2011,122.2738037,80.7321701,39083,33.5758934
2678,Faeroe Islands,FRO,2012,122.7389603,85.33518982,41311,34.11993408
2679,Faeroe Islands,FRO,2013,120.5858994,90,43600,34.87012482
2680,Faeroe Islands,FRO,2014,121.5221024,93.30000305,45245,36.20308685
2681,Faeroe Islands,FRO,2015,110.7427521,94.19999695,46015,37.02732468
2682,Faeroe Islands,FRO,2016,113.106926,95.10868073,47101,37.3092804
2683,Faeroe Islands,FRO,2017,117.1484146,97.58196259,49044,37.32801056
2684,Faeroe Islands,FRO,2018,117.1041489,0,0,37.4889183
2685,Faeroe Islands,FRO,2019,112.9031601,0,0,37.34746552
2686,Faeroe Islands,FRO,2020,121.1816711,0,0,37.74430466
2687,Fiji,FJI,1980,0,0,0,0
2688,Fiji,FJI,1981,0,0,0,0
2689,Fiji,FJI,1982,0,0,0,0
2690,Fiji,FJI,1983,0,0,0,0
2691,Fiji,FJI,1984,0,0,0,0
2692,Fiji,FJI,1985,0,0,0,0
2693,Fiji,FJI,1986,0,0,0,0
2694,Fiji,FJI,1987,0,0,0,0
2695,Fiji,FJI,1988,0,0,0,0
2696,Fiji,FJI,1989,0,0,0,0
2697,Fiji,FJI,1990,0,0,0,0
2698,Fiji,FJI,1991,0,0,0,0
2699,Fiji,FJI,1992,0,0,0,0
2700,Fiji,FJI,1993,0,0.006678447,53,0
2701,Fiji,FJI,1994,0.143676475,0.007907399,63,0
2702,Fiji,FJI,1995,0.283715367,0.009115343,72,0
2703,Fiji,FJI,1996,0.471706539,0.064437144,513,0
2704,Fiji,FJI,1997,0.655956089,0.223454848,1798,0
2705,Fiji,FJI,1998,0.999803782,0.633167863,5154,0
2706,Fiji,FJI,1999,2.899654388,0.942462087,7761,0
2707,Fiji,FJI,2000,6.788729191,1.496854782,12462,0
2708,Fiji,FJI,2001,9.943545341,1.857978582,15632,0
2709,Fiji,FJI,2002,11.02719784,6.152649879,52291,0
2710,Fiji,FJI,2003,13.46467686,6.72543478,57725,0
2711,Fiji,FJI,2004,17.3856163,7.412943363,64248,0
2712,Fiji,FJI,2005,24.95119286,8.453636169,73963,0.851991951
2713,Fiji,FJI,2006,34.38474655,9.600038528,84778,1.026731253
2714,Fiji,FJI,2007,63.38846588,10.89783096,97062,1.375285506
2715,Fiji,FJI,2008,70.97559357,13,116575,1.541471601
2716,Fiji,FJI,2009,74.97332001,17,153236,1.502980828
2717,Fiji,FJI,2010,81.17066956,20,181035,2.704060555
2718,Fiji,FJI,2011,84.19721222,28,254341,2.692689419
2719,Fiji,FJI,2012,99.27635956,33.74235535,307415,1.562418699
2720,Fiji,FJI,2013,107.4858398,35.20000076,321540,1.262349725
2721,Fiji,FJI,2014,101.1221619,37.40000153,342425,1.434238195
2722,Fiji,FJI,2015,111.2042313,42.5,389814,1.465991735
2723,Fiji,FJI,2016,119.7485352,49.41999817,453859,1.413573384
2724,Fiji,FJI,2017,117.830574,65.77999878,604533,1.382970572
2725,Fiji,FJI,2018,114.8861923,68.90000153,633192,2.16155839
2726,Fiji,FJI,2019,115.7364502,0,0,2.410689116
2727,Fiji,FJI,2020,110.6035538,0,0,2.572606325
2728,Finland,FIN,1980,0.490409523,0,0,0
2729,Finland,FIN,1981,0.58792305,0,0,0
2730,Finland,FIN,1982,0.700709403,0,0,0
2731,Finland,FIN,1983,0.868458509,0,0,0
2732,Finland,FIN,1984,1.063989997,0,0,0
2733,Finland,FIN,1985,1.377234221,0,0,0
2734,Finland,FIN,1986,1.730103493,0,0,0
2735,Finland,FIN,1987,2.140154123,0,0,0
2736,Finland,FIN,1988,2.784873486,0,0,0
2737,Finland,FIN,1989,3.818095446,0,0,0
2738,Finland,FIN,1990,5.16133976,0.401087672,20000,0
2739,Finland,FIN,1991,6.358418941,1.397439361,70066,0
2740,Finland,FIN,1992,7.651669979,1.886879802,95139,0
2741,Finland,FIN,1993,9.644999504,2.568461418,130134,0
2742,Finland,FIN,1994,13.25391674,4.915098667,250104,0
2743,Finland,FIN,1995,20.29937553,13.90030384,710019,0
2744,Finland,FIN,1996,29.23903275,16.78007507,859931,0
2745,Finland,FIN,1997,41.9774971,19.45868301,1000165,0
2746,Finland,FIN,1998,55.10944366,25.45252419,1311708,0
2747,Finland,FIN,1999,63.24342728,32.29509354,1668203,0
2748,Finland,FIN,2000,71.87081909,37.24846268,1928058,0.674639761
2749,Finland,FIN,2001,80.29238129,43.10536194,2236309,2.576686621
2750,Finland,FIN,2002,86.63830566,62.43000031,3246727,5.246130943
2751,Finland,FIN,2003,90.81770325,69.22000122,3608432,9.395279884
2752,Finland,FIN,2004,95.15143585,72.38999939,3784653,15.26085567
2753,Finland,FIN,2005,100.210556,74.48000336,3907273,22.32774925
2754,Finland,FIN,2006,107.4374161,79.66000366,4195094,27.07726097
2755,Finland,FIN,2007,114.7659378,80.77999878,4272207,30.52245522
2756,Finland,FIN,2008,128.396759,83.66999817,4445687,30.4166832
2757,Finland,FIN,2009,144.1336975,82.48999786,4403987,29.30593872
2758,Finland,FIN,2010,156.3611755,86.88999939,4660153,29.06193352
2759,Finland,FIN,2011,165.8615417,88.70999146,4779848,29.7957077
2760,Finland,FIN,2012,172.1218109,89.87999725,4865982,30.42788506
2761,Finland,FIN,2013,136.260788,91.51439667,4977352,31.62724113
2762,Finland,FIN,2014,139.20578,86.53039551,4725802,32.19863892
2763,Finland,FIN,2015,134.9395294,86.4221344,4735464,31.56100082
2764,Finland,FIN,2016,131.3291473,87.70365143,4819506,31.14022064
2765,Finland,FIN,2017,129.9132233,87.46892548,4817916,31.02676201
2766,Finland,FIN,2018,129.4685669,88.88996124,4902695,31.45271301
2767,Finland,FIN,2019,129.2443695,89.60738373,4947707,32.48281479
2768,Finland,FIN,2020,128.5031586,92.16999817,5096511,33.31697083
2769,France,FRA,1980,0,0,0,0
2770,France,FRA,1981,0,0,0,0
2771,France,FRA,1982,0,0,0,0
2772,France,FRA,1983,0,0,0,0
2773,France,FRA,1984,0,0,0,0
2774,France,FRA,1985,0,0,0,0
2775,France,FRA,1986,0.016302017,0,0,0
2776,France,FRA,1987,0.070264444,0,0,0
2777,France,FRA,1988,0.175197646,0,0,0
2778,France,FRA,1989,0.316287935,0,0,0
2779,France,FRA,1990,0.499763101,0.05277786,29774,0
2780,France,FRA,1991,0.658893645,0.14011389,79368,0
2781,France,FRA,1992,0.764166772,0.279049456,158679,0
2782,France,FRA,1993,0.997030139,0.590619385,336970,0
2783,France,FRA,1994,1.533328652,0.899867415,514995,0
2784,France,FRA,1995,2.253379583,1.637947202,940515,0
2785,France,FRA,1996,4.245151997,2.584033966,1489003,0
2786,France,FRA,1997,9.99181366,4.255003929,2461067,0
2787,France,FRA,1998,19.18084526,6.319778919,3670549,0.02303734
2788,France,FRA,1999,36.5109024,9.125317574,5324824,0.09368977
2789,France,FRA,2000,49.2286911,14.30792427,8393809,0.333136797
2790,France,FRA,2001,62.30182648,26.32590294,15536173,1.012896895
2791,France,FRA,2002,64.52020264,30.18000031,17918706,2.767399311
2792,France,FRA,2003,69.21311188,36.13999939,21585793,5.924127579
2793,France,FRA,2004,73.38629913,39.15000153,23532454,10.80931377
2794,France,FRA,2005,78.67784882,42.86999893,25940671,15.49571419
2795,France,FRA,2006,83.99105835,46.86999893,28552806,20.66529274
2796,France,FRA,2007,89.47598267,66.08999634,40532585,25.45692062
2797,France,FRA,2008,93.18878174,70.68000031,43624406,28.66135216
2798,France,FRA,2009,92.60523224,71.58000183,44446385,31.74141312
2799,France,FRA,2010,91.89794922,77.27999878,48257161,33.9331398
2800,France,FRA,2011,94.61229706,77.81999969,48851716,35.98259735
2801,France,FRA,2012,97.94818115,81.44000244,51365359,37.72562408
2802,France,FRA,2013,99.10863495,81.9197998,51884053,39.03368759
2803,France,FRA,2014,101.9183426,83.75,53255365,40.45421982
2804,France,FRA,2015,103.456459,78.00603485,49775470,41.68450928
2805,France,FRA,2016,104.4897385,79.26981354,50724215,42.80350876
2806,France,FRA,2017,106.4394379,80.50245667,51637570,43.92180634
2807,France,FRA,2018,108.3573532,82.04319,52735567,44.77576828
2808,France,FRA,2019,110.6100159,83.33974457,53670595,45.69342041
2809,France,FRA,2020,111.4556274,84.80000305,54679086,46.92102432
2810,French Polynesia,PYF,1980,0,0,0,0
2811,French Polynesia,PYF,1981,0,0,0,0
2812,French Polynesia,PYF,1982,0,0,0,0
2813,French Polynesia,PYF,1983,0,0,0,0
